0.00896,-0.08,-1.36
0.0089604,-0.08,-1.36
0.0089608,-0.04,-1.32
0.0089612,-0.08,-1.32
0.0089616,-0.08,-1.4
0.008962,-0.08,-1.36
0.0089624,-0.12,-1.32
0.0089628,-0.12,-1.36
0.0089632,-0.08,-1.4
0.0089636,-0.08,-1.36
0.008964,-0.04,-1.36
0.0089644,-0.12,-1.32
0.0089648,-0.08,-1.32
0.0089652,-0.08,-1.32
0.0089656,-0.12,-1.36
0.008966,-0.08,-1.32
0.0089664,-0.08,-1.32
0.0089668,-0.08,-1.32
0.0089672,-0.08,-1.36
0.0089676,-0.04,-1.36
0.008968,-0.12,-1.36
0.0089684,-0.12,-1.32
0.0089688,-0.08,-1.36
0.0089692,-0.12,-1.36
0.0089696,-0.08,-1.32
0.00897,-0.08,-1.32
0.0089704,-0.12,-1.36
0.0089708,-0.08,-1.36
0.0089712,-0.08,-1.32
0.0089716,-0.08,-1.32
0.008972,-0.08,-1.36
0.0089724,-0.08,-1.36
0.0089728,-0.08,-1.36
0.0089732,-0.08,-1.32
0.0089736,-0.08,-1.32
0.008974,-0.12,-1.32
0.0089744,-0.12,-1.32
0.0089748,-0.04,-1.32
0.0089752,-0.08,-1.32
0.0089756,-0.12,-1.32
0.008976,-0.08,-1.36
0.0089764,-0.04,-1.36
0.0089768,-0.12,-1.28
0.0089772,-0.12,-1.36
0.0089776,-0.08,-1.32
0.008978,-0.08,-1.36
0.0089784,-0.12,-1.32
0.0089788,-0.12,-1.32
0.0089792,-0.08,-1.36
0.0089796,-0.08,-1.32
0.00898,-0.04,-1.32
0.0089804,-0.12,-1.32
0.0089808,-0.08,-1.28
0.0089812,-0.08,-1.36
0.0089816,-0.08,-1.32
0.008982,-0.08,-1.28
0.0089824,-0.04,-1.32
0.0089828,-0.08,-1.28
0.0089832,-0.08,-1.28
0.0089836,-0.08,-1.28
0.008984,-0.08,-1.28
0.0089844,-0.08,-1.28
0.0089848,-0.08,-1.28
0.0089852,-0.08,-1.32
0.0089856,-0.04,-1.28
0.008986,-0.08,-1.28
0.0089864,-0.04,-1.32
0.0089868,-0.08,-1.24
0.0089872,-0.12,-1.28
0.0089876,-0.04,-1.28
0.008988,-0.08,-1.32
0.0089884,-0.08,-1.28
0.0089888,-0.08,-1.24
0.0089892,-0.08,-1.32
0.0089896,-0.08,-1.28
0.00899,-0.04,-1.32
0.0089904,-0.08,-1.32
0.0089908,-0.08,-1.28
0.0089912,-0.04,-1.24
0.0089916,-0.04,-1.28
0.008992,-0.16,-1.28
0.0089924,0,-1.28
0.0089928,-0.08,-1.28
0.0089932,-0.08,-1.32
0.0089936,-0.08,-1.28
0.008994,-0.08,-1.28
0.0089944,-0.04,-1.32
0.0089948,-0.08,-1.28
