0.0488,0,-0.04
0.04881,0,-0.04
0.04882,0,-0.04
0.04883,-0.04,0
0.04884,0,0
0.04885,0,-0.04
0.04886,0,-0.04
0.04887,0,-0.04
0.04888,0,0
0.04889,-0.04,-0.04
0.0489,0,-0.04
0.04891,0,0
0.04892,-0.04,0
0.04893,0,0
0.04894,-0.04,0
0.04895,-0.04,0
0.04896,0,0
0.04897,0,0
0.04898,-0.04,0
0.04899,-0.04,0
0.049,-0.04,-0.04
0.04901,0,0
0.04902,-0.04,-0.04
0.04903,-0.04,0
0.04904,0,0
0.04905,0,0
0.04906,0,-0.04
0.04907,-0.04,-0.04
0.04908,-0.04,0
0.04909,0,0
0.0491,-0.04,-0.04
0.04911,-0.04,0
0.04912,-0.04,-0.04
0.04913,-0.04,0
0.04914,0,-0.04
0.04915,0,0
0.04916,0,-0.04
0.04917,0,-0.04
0.04918,-0.04,0
0.04919,0,0
0.0492,-0.04,-0.04
0.04921,0,0
0.04922,-0.04,0
0.04923,-0.04,0
0.04924,-0.04,0
0.04925,-0.04,-0.04
0.04926,-0.04,-0.04
0.04927,0,-0.04
0.04928,-0.04,0
0.04929,-0.04,-0.04
0.0493,0,0
0.04931,0,0
0.04932,0,0
0.04933,0,-0.04
0.04934,-0.04,-0.04
0.04935,0,-0.04
0.04936,0,-0.04
0.04937,-0.04,-0.04
0.04938,0,0
0.04939,0,-0.04
0.0494,0,-0.04
0.04941,0,-0.04
0.04942,-0.04,0
0.04943,-0.04,-0.04
0.04944,-0.04,-0.04
0.04945,0,0
0.04946,0,0
0.04947,-0.04,0
0.04948,-0.04,-0.04
0.04949,-0.04,0
0.0495,0,0
0.04951,0,0
0.04952,0,0
0.04953,0,0
0.04954,0,-0.04
0.04955,0,-0.04
0.04956,-0.04,-0.04
0.04957,-0.04,0
0.04958,0,-0.04
0.04959,0,0
0.0496,0,0
0.04961,0,0
0.04962,-0.04,0
0.04963,0,-0.04
0.04964,-0.04,0
0.04965,0,0
0.04966,-0.04,-0.04
0.04967,-0.04,-0.04
0.04968,0,0
0.04969,-0.04,0
0.0497,0,0
0.04971,0,0
0.04972,-0.04,-0.04
0.04973,-0.04,0
0.04974,0,0
0.04975,0,0
0.04976,-0.04,0
0.04977,-0.04,0
0.04978,0,0
0.04979,0,0
0.0498,0,-0.04
0.04981,-0.04,0
0.04982,-0.04,-0.04
0.04983,0,0
0.04984,-0.04,0
0.04985,-0.04,0
0.04986,0,0
0.04987,0,-0.04
0.04988,-0.04,-0.04
0.04989,-0.04,-0.04
0.0499,-0.04,-0.04
0.04991,-0.04,0
0.04992,0,-0.04
0.04993,-0.04,0
0.04994,0,0
0.04995,0,0
0.04996,0,-0.04
0.04997,0,0
0.04998,0,0
0.04999,-0.04,-0.04
0.05,4.92,0
0.05001,4.88,0
0.05002,4.92,0
0.05003,4.92,0
0.05004,4.92,0
0.05005,4.92,-0.04
0.05006,4.88,0
0.05007,4.92,0
0.05008,4.92,0
0.05009,4.88,0
0.0501,4.88,0
0.05011,4.88,0
0.05012,4.88,0
0.05013,4.88,0
0.05014,4.88,0.04
0.05015,4.88,0.04
0.05016,4.88,0.04
0.05017,4.88,0.04
0.05018,4.84,0.04
0.05019,4.88,0.08
0.0502,4.84,0.04
0.05021,4.88,0.08
0.05022,4.88,0.08
0.05023,4.84,0.12
0.05024,4.84,0.08
