0.00996,0,0
0.009962,0,0
0.009964,0,0
0.009966,0,0
0.009968,0,0
0.00997,0,-0.08
0.009972,0.08,0
0.009974,0.08,0
0.009976,0.08,0
0.009978,0.08,0
0.00998,0,0
0.009982,0,0
0.009984,0,0
0.009986,0.08,-0.08
0.009988,0.08,-0.08
0.00999,0,0
0.009992,0,-0.08
0.009994,0,0
0.009996,0.08,0
0.009998,0.08,0
0.01,4.88,0
0.010002,4.88,0.08
0.010004,4.88,0
0.010006,4.88,0.08
0.010008,4.88,0.08
0.01001,4.88,0.08
0.010012,4.88,0.08
0.010014,4.88,0.08
0.010016,4.88,0.08
0.010018,4.88,0.08
0.01002,4.88,0.08
0.010022,4.88,0.16
0.010024,4.88,0.16
0.010026,4.88,0.16
0.010028,4.88,0.24
0.01003,4.88,0.24
0.010032,4.96,0.24
0.010034,4.88,0.24
0.010036,4.88,0.32
0.010038,4.88,0.4
0.01004,4.88,0.4
0.010042,4.88,0.4
0.010044,4.88,0.48
0.010046,4.88,0.56
0.010048,4.96,0.56
0.01005,4.88,0.56
0.010052,4.88,0.64
0.010054,4.96,0.64
0.010056,4.88,0.72
0.010058,4.88,0.72
0.01006,4.88,0.8
0.010062,4.88,0.8
0.010064,4.88,0.96
0.010066,4.88,0.96
0.010068,4.88,1.04
0.01007,4.88,1.12
0.010072,4.88,1.12
0.010074,4.96,1.2
0.010076,4.88,1.28
0.010078,4.88,1.36
0.01008,4.96,1.44
0.010082,4.88,1.44
0.010084,4.88,1.52
0.010086,4.88,1.6
0.010088,4.88,1.6
0.01009,4.88,1.76
0.010092,4.88,1.76
0.010094,4.88,1.92
0.010096,4.88,1.92
0.010098,4.88,2
0.0101,4.88,2.08
0.010102,4.88,2.16
0.010104,4.88,2.24
0.010106,4.88,2.32
0.010108,4.88,2.4
0.01011,4.88,2.48
0.010112,4.88,2.56
0.010114,4.88,2.64
0.010116,4.88,2.72
0.010118,4.88,2.8
0.01012,4.88,2.8
0.010122,4.88,2.96
0.010124,4.88,2.96
0.010126,4.88,3.04
0.010128,4.88,3.12
0.01013,4.88,3.28
0.010132,4.88,3.28
0.010134,4.88,3.44
0.010136,4.88,3.52
0.010138,4.88,3.6
0.01014,4.88,3.68
0.010142,4.88,3.68
0.010144,4.88,3.76
0.010146,4.88,3.92
0.010148,4.88,3.92
0.01015,4.88,4
0.010152,4.88,4.16
0.010154,4.88,4.24
0.010156,4.88,4.32
0.010158,4.88,4.4
0.01016,4.88,4.48
0.010162,4.88,4.56
0.010164,4.88,4.64
0.010166,4.88,4.72
0.010168,4.88,4.8
0.01017,4.88,4.88
0.010172,4.88,4.88
0.010174,4.88,5.04
0.010176,4.8,5.04
0.010178,4.88,5.2
0.01018,4.88,5.28
0.010182,4.88,5.36
0.010184,4.88,5.36
0.010186,4.88,5.52
0.010188,4.88,5.6
0.01019,4.88,5.6
0.010192,4.88,5.68
0.010194,4.88,5.76
0.010196,4.88,5.84
0.010198,4.88,5.84
0.0102,4.88,6
0.010202,4.88,6.08
0.010204,4.88,6.08
0.010206,4.88,6.16
0.010208,4.88,6.16
0.01021,4.88,6.32
0.010212,4.96,6.4
0.010214,4.88,6.4
0.010216,4.88,6.48
0.010218,4.88,6.56
0.01022,4.88,6.64
0.010222,4.88,6.72
0.010224,4.88,6.8
0.010226,4.88,6.8
0.010228,4.88,6.88
0.01023,4.88,6.88
0.010232,4.88,6.96
0.010234,4.88,7.04
0.010236,4.88,7.04
0.010238,4.88,7.12
0.01024,4.88,7.2
0.010242,4.88,7.28
0.010244,4.88,7.28
0.010246,4.88,7.36
0.010248,4.88,7.36
0.01025,4.88,7.44
0.010252,4.88,7.44
0.010254,4.88,7.52
0.010256,4.88,7.52
0.010258,4.88,7.6
0.01026,4.88,7.68
0.010262,4.96,7.68
0.010264,4.88,7.68
0.010266,4.88,7.76
0.010268,4.88,7.76
0.01027,4.88,7.76
0.010272,4.88,7.84
0.010274,4.88,7.84
0.010276,4.88,7.92
0.010278,4.88,7.92
0.01028,4.88,7.92
0.010282,4.96,8
0.010284,4.88,8
0.010286,4.88,8
0.010288,4.88,8
0.01029,4.88,8.08
0.010292,4.96,8.08
0.010294,4.88,8
0.010296,4.88,8.08
0.010298,4.88,8.08
0.0103,4.88,8.16
0.010302,4.88,8.08
0.010304,4.88,8.16
0.010306,4.88,8.16
0.010308,4.88,8.16
0.01031,4.88,8.16
0.010312,4.88,8.16
0.010314,4.96,8.16
0.010316,4.96,8.16
0.010318,4.88,8.16
0.01032,4.96,8.16
