0.0149,4.88,4.88
0.014902,4.88,4.88
0.014904,4.88,4.88
0.014906,4.96,4.88
0.014908,4.88,4.88
0.01491,4.88,4.88
0.014912,4.88,4.88
0.014914,4.88,4.88
0.014916,4.88,4.88
0.014918,4.88,4.88
0.01492,4.88,4.88
0.014922,4.88,4.88
0.014924,4.88,4.96
0.014926,4.88,4.88
0.014928,4.96,4.96
0.01493,4.88,4.88
0.014932,4.88,4.88
0.014934,4.88,4.88
0.014936,4.88,4.96
0.014938,4.88,4.88
0.01494,4.88,4.88
0.014942,4.88,4.96
0.014944,4.88,4.88
0.014946,4.88,4.88
0.014948,4.88,4.88
0.01495,4.88,4.88
0.014952,4.88,4.88
0.014954,4.88,4.96
0.014956,4.88,4.88
0.014958,4.88,4.88
0.01496,4.88,4.88
0.014962,4.88,4.88
0.014964,4.96,4.88
0.014966,4.88,4.88
0.014968,4.88,4.88
0.01497,4.96,4.88
0.014972,4.88,4.88
0.014974,4.88,4.88
0.014976,4.88,4.88
0.014978,4.96,4.88
0.01498,4.96,4.88
0.014982,4.88,4.88
0.014984,4.88,4.88
0.014986,4.96,4.88
0.014988,4.88,4.96
0.01499,4.88,4.88
0.014992,4.88,4.96
0.014994,4.96,4.88
0.014996,4.88,4.88
0.014998,4.88,4.96
0.015,0.16,4.88
0.015002,0.08,4.8
0.015004,0.08,4.88
0.015006,0.08,4.88
0.015008,0.08,4.88
0.01501,0.08,4.8
0.015012,0,4.88
0.015014,0,4.8
0.015016,0,4.8
0.015018,0,4.72
0.01502,0.08,4.8
0.015022,0,4.72
0.015024,0.08,4.72
0.015026,0,4.64
0.015028,0.08,4.64
0.01503,0,4.64
0.015032,0,4.56
0.015034,0.08,4.64
0.015036,0.08,4.56
0.015038,0,4.56
0.01504,0,4.48
0.015042,0.08,4.48
0.015044,0,4.4
0.015046,0,4.32
0.015048,0,4.32
0.01505,0,4.32
0.015052,0,4.24
0.015054,0,4.16
0.015056,0.08,4.16
0.015058,0,4.08
0.01506,0,4
0.015062,0,4
0.015064,0.08,3.92
0.015066,0,3.92
0.015068,0.08,3.84
0.01507,0,3.76
0.015072,0.08,3.76
0.015074,0.08,3.68
0.015076,0.08,3.6
0.015078,0.08,3.52
0.01508,0.08,3.44
0.015082,0,3.36
0.015084,0,3.36
0.015086,0,3.28
0.015088,0.08,3.2
0.01509,0,3.12
0.015092,0.08,3.04
0.015094,0.08,2.96
0.015096,0.08,2.96
0.015098,0.08,2.88
0.0151,0.08,2.8
0.015102,0.08,2.72
0.015104,0.08,2.64
0.015106,0.08,2.56
0.015108,0.08,2.48
0.01511,0.08,2.4
0.015112,0,2.32
0.015114,0.08,2.24
0.015116,0.08,2.16
0.015118,0.08,2.08
0.01512,0.08,2
0.015122,0,1.92
0.015124,0.08,1.84
0.015126,0.08,1.76
0.015128,0.08,1.68
0.01513,0.08,1.6
0.015132,0.08,1.52
0.015134,0,1.44
0.015136,0.08,1.36
0.015138,0,1.28
0.01514,0.08,1.2
0.015142,0,1.12
0.015144,0.08,1.04
0.015146,0.08,0.96
0.015148,0.08,0.88
0.01515,0,0.8
0.015152,0,0.72
0.015154,0.08,0.64
0.015156,0.08,0.56
0.015158,0.08,0.48
0.01516,0,0.4
0.015162,0.08,0.32
0.015164,0.08,0.24
0.015166,0.08,0.16
0.015168,0.08,0.08
0.01517,0,0
0.015172,0.08,-0.08
0.015174,0.08,-0.16
0.015176,0,-0.24
0.015178,0.08,-0.32
0.01518,0.08,-0.4
0.015182,0.08,-0.48
0.015184,0.08,-0.56
0.015186,0.08,-0.64
0.015188,0.08,-0.64
0.01519,0,-0.72
0.015192,0,-0.88
0.015194,0,-0.96
0.015196,0,-0.96
0.015198,0,-1.04
0.0152,0,-1.12
0.015202,0.08,-1.2
0.015204,0,-1.28
0.015206,0.08,-1.28
0.015208,0,-1.36
0.01521,0.08,-1.44
0.015212,0.08,-1.52
0.015214,0.08,-1.6
0.015216,0,-1.68
0.015218,0.08,-1.68
0.01522,0.08,-1.76
0.015222,0,-1.84
0.015224,0.08,-1.92
0.015226,0,-1.92
0.015228,0.08,-2
0.01523,0.08,-2.08
0.015232,0,-2.16
0.015234,0,-2.16
0.015236,0.08,-2.24
0.015238,0,-2.24
0.01524,0,-2.32
0.015242,0,-2.4
0.015244,0,-2.4
0.015246,0.08,-2.48
0.015248,0.08,-2.48
0.01525,0,-2.56
0.015252,0.08,-2.56
0.015254,0.08,-2.64
0.015256,0.08,-2.64
0.015258,0.08,-2.72
0.01526,0.08,-2.72
0.015262,0,-2.72
0.015264,0,-2.88
0.015266,0,-2.88
0.015268,0.08,-2.96
0.01527,0,-2.88
0.015272,0,-2.96
0.015274,0,-2.96
0.015276,0,-3.04
0.015278,0.08,-3.04
0.01528,0,-3.04
0.015282,0,-3.12
0.015284,0.08,-3.12
0.015286,0,-3.12
0.015288,0,-3.12
0.01529,0,-3.2
0.015292,0,-3.2
0.015294,0,-3.28
0.015296,0.08,-3.2
0.015298,0.08,-3.28
0.0153,0,-3.28
0.015302,0,-3.28
0.015304,0,-3.28
0.015306,0.08,-3.28
0.015308,0,-3.36
0.01531,0.08,-3.28
0.015312,0,-3.36
0.015314,0,-3.28
0.015316,0.08,-3.36
0.015318,0,-3.28
0.01532,0,-3.36
0.015322,0,-3.36
0.015324,0,-3.28
